Title,Heading,Content,Tokens,Context,Questions,Answers,tokens
Colosseum,Description,"Colosseum', the flagship event of the committee Public Relations, is designed to cater to the literary minds of the nation. This edition, the 4-day event covered a wide range of competitions under the umbrella called the Amphitheatre of Literature. The events included a script writing workshop called unscripted, Blackout Poetry, Blind Date with a Book, Cameo, Turncoat Debate, Tweak the Tale and the Centre Stage.",,"Colosseum
Description

Colosseum', the flagship event of the committee Public Relations, is designed to cater to the literary minds of the nation. This edition, the 4-day event covered a wide range of competitions under the umbrella called the Amphitheatre of Literature. The events included a script writing workshop called unscripted, Blackout Poetry, Blind Date with a Book, Cameo, Turncoat Debate, Tweak the Tale and the Centre Stage.","1. What is Colosseum?
2. What is the flagship event of the committee Public Relations?
3. What is the purpose of Colosseum?
4. What are the events included in Colosseum?
5. What is unscripted?
6. What is Blackout Poetry?
7. What is Blind Date with a Book?
8. What is Cameo?
9. What is Turncoat Debate?
10. What is Tweak the Tale?","1. Colosseum is a flagship event of the committee Public Relations.
2. Colosseum is a 4-day event that covers a wide range of competitions under the umbrella called the Amphitheatre of Literature.
3. The purpose of Colosseum is to cater to the literary minds of the nation.
4. The events included in Colosseum are unscripted, Blackout Poetry, Blind Date with a Book, Cameo, Turncoat Debate, Tweak the Tale and the Centre Stage.
5. Unscripted is a script writing workshop.
6. Blackout Poetry is a poetry competition where poets must use only black ink.
7. Blind Date with a Book is a competition where participants must choose a book at random and then write a review for it.
8. Cameo is a competition where participants must write a short story in only 10 minutes.
9. Turncoat Debate is a debate competition where participants must argue for both sides of a debate topic.
10. Tweak the Tale is a competition where participants must rewrite a tale with a given prompt in their own words.",77.0
Tech Rally,Description,"Tech Rally, flagship of the Domain Machination, was conducted on the 14th of October, 2022 at 5:15 PM at Tech Park Lane. The event gave the students as well as the Tech Teams within the College, a chance to experience and appreciate the work done by the various different teams as well as the Stunt Show conducted by TVS. We hosted many of the Tech Teams to show their hard work and projects to the entire campus. The Tech Rally acted as a pre-event to the Aaruush Main Days and helped us create awareness within the campus.",,"Tech Rally
Description

Tech Rally, flagship of the Domain Machination, was conducted on the 14th of October, 2022 at 5:15 PM at Tech Park Lane. The event gave the students as well as the Tech Teams within the College, a chance to experience and appreciate the work done by the various different teams as well as the Stunt Show conducted by TVS. We hosted many of the Tech Teams to show their hard work and projects to the entire campus. The Tech Rally acted as a pre-event to the Aaruush Main Days and helped us create awareness within the campus.","1. What is the Tech Rally?
2. What is the purpose of the Tech Rally?
3. Who is the target audience of the Tech Rally?
","1. The Tech Rally is an event that captures stunts and showcases by some of the top teams in the institute.
2. The purpose of the Tech Rally is to give the students as well as the Tech Teams within the College, a chance to experience and appreciate the work done by the various different teams. A Stunt Show was also conducted by TVS.
3. The target audience of the Tech Rally is all the stusnt-adrenaline enthusiasts of SRMIST.
",105.0
E-simulate 5.0,Description,"E-simulate was a 3-day event held from 17th -19th February. The Department of EEE organised the event in association with Aaruush and the Directorate of Alumni Affairs. There were a series of workshops and webinars with various topics spread over “Applications of Machine Learning & Deep Learning in Electrical Engineering.” Mr Arpan K. Kar, Chair Professor-Data and Decision Science, IIT Delhi, was the chief guest for the Inaugural Ceremony. The event was a success, with a total of 1425 attendees.",,"E-simulate 5.0
Description

E-simulate was a 3-day event held from 17th -19th February. The Department of EEE organised the event in association with Aaruush and the Directorate of Alumni Affairs. There were a series of workshops and webinars with various topics spread over “Applications of Machine Learning & Deep Learning in Electrical Engineering.” Mr Arpan K. Kar, Chair Professor-Data and Decision Science, IIT Delhi, was the chief guest for the Inaugural Ceremony. The event was a success, with a total of 1425 attendees.","1. What was the main focus of the event?
2. Who was the chief guest for the Inaugural Ceremony?
3. How many attendees were there in total?","1. The main focus of the event was ""Applications of Machine Learning & Deep Learning in Electrical Engineering.""
2. Mr Arpan K. Kar, Chair Professor-Data and Decision Science, IIT Delhi, was the chief guest for the Inaugural Ceremony.
3. There were a total of 1425 attendees.",90.0
Art Attack,Description,"Team Aaruush conducted Art attack, an art-based event that aimed at creating a forum that brought out students' creativity through four competitions that comprised making masquerade masks from scratch to half painting in pairs. This event helped more than 200 students have a chance to showcase their artistic skills and help the leaders of tomorrow show off their creative skills to win cash prizes.",,"Art Attack
Description

Team Aaruush conducted Art attack, an art-based event that aimed at creating a forum that brought out students' creativity through four competitions that comprised making masquerade masks from scratch to half painting in pairs. This event helped more than 200 students have a chance to showcase their artistic skills and help the leaders of tomorrow show off their creative skills to win cash prizes.","1. What is Art Attack?
2. What is the goal of Art Attack?
3. What are the four competitions in Art Attack?
4. How many students participated in Art Attack?
5. What was the cash prizes in Art Attack?","1. Art Attack is an art-based event that aimed at creating a forum that brought out students' creativity through four competitions.
2. The goal of Art Attack was to give more than 200 students have a chance to showcase their artistic skills and help the leaders of tomorrow show off their creative skills to win cash prizes.
3. The four competitions in Art Attack were Half Painting in pairs by solving crosswords, Painting from a short poem/story,  Masquerade Mask making from scratch.
4. More than 200 students participated in Art Attack.
5. The cash prizes in Art Attack was upto 20,000 INR.",68.0
Aaruush Educates,Description,"Aaruush Educates is an initiative taken up by the team to empower the underprivileged sections of society through education. It includes both Informative and recreational activities for the participants. The event spans over two days and includes games, activities, and much more. Various sessions pertaining to disaster management, first-aid application, and digital literacy are also conducted.",,"Aaruush Educates
Description

Aaruush Educates is an initiative taken up by the team to empower the underprivileged sections of society through education. It includes both Informative and recreational activities for the participants. The event spans over two days and includes games, activities, and much more. Various sessions pertaining to disaster management, first-aid application, and digital literacy are also conducted.","1. What is Aaruush Educates?
2. What are the objectives of Aaruush Educates?
3. What are the activities conducted as part of Aaruush Educates?
4. What are the sessions conducted as part of Aaruush Educates?","1. Aaruush Educates is an initiative taken up by the team to empower the underprivileged sections of society through education.
2. The objectives of Aaruush Educates are to provide education and training to the underprivileged sections of society and to help them become self-sufficient.
3. The activities conducted as part of Aaruush Educates include games, activities, and sessions on various topics such as disaster management, first-aid application, and digital literacy.
4. The sessions conducted as part of Aaruush Educates include sessions on various topics such as disaster management, first-aid application, and digital literacy.",64.0
Canoe Challenge,Description,"The flagship of the domain Konstruktion, the third edition of the Canoe Challenge, is a tournament in which the participants will get a chance to design and create a canoe out of concrete, putting their concrete mixing skills to the test",,"Canoe Challenge
Description

The flagship of the domain Konstruktion, the third edition of the Canoe Challenge, is a tournament in which the participants will get a chance to design and create a canoe out of concrete, putting their concrete mixing skills to the test","1. What is the Canoe Challenge?
2. What do the participants have to do in the Canoe Challenge?
","1. The Canoe Challenge is a tournament in which participants have to design and create a canoe from its fundaments.
2. In the Canoe Challenge, participants have to design and create a canoe.
",44.0
Domain Academics,Bluebook Domain Academics,"On 23rd March 2022 at 05:30 P.M., conducted online via Zoom meeting Organizer	Team Aaruush
Speaker and Topic	Bluebook on the topic COVID-19: Its Hacking Mechanisms Unveiled. The team had Dr. N Kumarasamy, the Chief and Director of Infectious Diseases Medical Center at Voluntary Health Services(VHS) Hospital, and the Director and Site Leader for the Chennai Antiviral Research and Treatment.",,"Domain Academics
Bluebook Domain Academics

On 23rd March 2022 at 05:30 P.M., conducted online via Zoom meeting Organizer	Team Aaruush
Speaker and Topic	Bluebook on the topic COVID-19: Its Hacking Mechanisms Unveiled. The team had Dr. N Kumarasamy, the Chief and Director of Infectious Diseases Medical Center at Voluntary Health Services(VHS) Hospital, and the Director and Site Leader for the Chennai Antiviral Research and Treatment.","1. What is Bluebook?
2. What is the topic of the talk?
3. Who is the speaker?
4. What is the focus of the talk?","1.  Bluebook delves into details of Life Sciences, Forensics, and Biometrics
2. The topic of the talk is the hacking mechanisms of COVID-19.
3. The speaker is Dr. N Kumarasamy.
4. The focus of the talk is on the research that has been done on the hacking mechanisms of COVID-19.",69.0
Domain Academics,Fundaz Domain Academics,"On 9th May 2022, at Mini Hall 2 at 5:15 PM Organizer	Team Aaruush
Speaker and Topic	Fundaz on the topic, 'The String Theory Multiverse and Reality.' The team had Dr Ayan Mukhopadhyay, a String Theorist and Assistant Professor in the Department of Physics at IIT Madras, share his expertise in the field.",,"Domain Academics
Fundaz Domain Academics

On 9th May 2022, at Mini Hall 2 at 5:15 PM Organizer	Team Aaruush
Speaker and Topic	Fundaz on the topic, 'The String Theory Multiverse and Reality.' The team had Dr Ayan Mukhopadhyay, a String Theorist and Assistant Professor in the Department of Physics at IIT Madras, share his expertise in the field.","1. What is the String Theory Multiverse?
2. What is the reality that the String Theory Multiverse proposes?
3. What is the Department of Physics at IIT Madras?
4. What is an Assistant Professor in the Department of Physics at IIT Madras?","1. The String Theory Multiverse is a theory that suggests that our universe essentially is made of strings that vibrate at certain frequencies to form fabrics and dimensions of reality.
2. The reality that the String Theory Multiverse proposes is that our universe is just one of many universes, and that each universe is its own reality.
3. The Department of Physics at IIT Madras is a department at the Indian Institute of Technology Madras that specializes in the study of physics.
4. An Assistant Professor in the Department of Physics at IIT Madras is a position that is held by someone who is an assistant professor in the Department of Physics at IIT Madras.",60.0
Domain Academics,Robogyan Doamin Academics,"On 11th June 2022, at 11 A.M. in G.N. Ramachandran Hall Organizer	Team Aaruush
Speaker and Topic	Robogyan on the topic, 'Robonauts'. The team had Mr Udhay Shankar Polavaram, the Founder of Do It Yourself Academy (DIYA), Chennai Area and the Director of Technology at DIYA Malaysia, share his expertise in the field.",,"Domain Academics
Robogyan Doamin Academics

On 11th June 2022, at 11 A.M. in G.N. Ramachandran Hall Organizer	Team Aaruush
Speaker and Topic	Robogyan on the topic, 'Robonauts'. The team had Mr Udhay Shankar Polavaram, the Founder of Do It Yourself Academy (DIYA), Chennai Area and the Director of Technology at DIYA Malaysia, share his expertise in the field.","1. What is Robogyan?
2. What is the topic of the talk?
3. Who is the speaker?
4. What is the focus of the talk?","1. Robogyan imparts comprehensive knowledge of the design of autonomous and semi-autonomous robotics.
2. The topic of the talk is Robonauts, which is a robotic programming language.
3. The speaker is Mr Udhay Shankar Polavaram, the Founder of Do It Yourself Academy (DIYA), Chennai Area and the Director of Technology at DIYA Malaysia.
4. The focus of the talk is to gain insights in the world of Robonautics and its mechanisms.",64.0
Domain Academics,Yuddhame Domain Academics,"On 1st July 2022 at 05:30 P.M. in Mini Hall 2 Organizer	Team Aaruush
Speaker and Topic	Yuddhame on the topic, 'Human Perception and Virtual Reality - What’s the Connection?'. The team had Mr Prem Anand Balachandran, the Founder and CEO of Bala Aatral Solutions Pvt. Ltd., a fantastic programmer with immense knowledge in 3D Application Development. Sir has won the Defense India Startup Challenge 5.0.",,"Domain Academics
Yuddhame Domain Academics

On 1st July 2022 at 05:30 P.M. in Mini Hall 2 Organizer	Team Aaruush
Speaker and Topic	Yuddhame on the topic, 'Human Perception and Virtual Reality - What’s the Connection?'. The team had Mr Prem Anand Balachandran, the Founder and CEO of Bala Aatral Solutions Pvt. Ltd., a fantastic programmer with immense knowledge in 3D Application Development. Sir has won the Defense India Startup Challenge 5.0.","
1. What does Mr. Prem Anand Balachandran do?
2. What is the topic of the talk?
3. What is the connection between human perception and virtual reality?","1. Mr. Prem Anand Balachandran is the founder and CEO of Bala Aatral Solutions Pvt. Ltd. He is a programmer with immense knowledge in 3D application development.
2. The topic of the talk is human perception and virtual reality.
3. The connection between human perception and virtual reality is that they are both ways of experiencing the world.",77.0
Domain Academics,Digital Design Domain academics,"On 27th August 2022 at 05:30 P.M. in Mini Hall 2 Organizer	Team Aaruush
Speaker and Topic	Digital Design on the topic, 'Metaverse: A chance for a second life in cyberspace'. The team had Mr Vignesh Selvarajan, the Founder and CEO of Quatics and Qurzo and Tradiverse, a new gen based mixed reality based metaverse platform.",,"Domain Academics
Digital Design Domain academics

On 27th August 2022 at 05:30 P.M. in Mini Hall 2 Organizer	Team Aaruush
Speaker and Topic	Digital Design on the topic, 'Metaverse: A chance for a second life in cyberspace'. The team had Mr Vignesh Selvarajan, the Founder and CEO of Quatics and Qurzo and Tradiverse, a new gen based mixed reality based metaverse platform.","1. What is a metaverse?
2. What is the difference between a metaverse and virtual reality?
3. What are the benefits of a metaverse?
4. How is a metaverse different from the internet?","1. A metaverse is a virtual world that exists online and allows users to interact and engage with each other.
2. A metaverse is different from virtual reality in that it is a completely immersive experience that allows users to interact with each other in a virtual world.
3. The benefits of a metaverse are that it allows users to engage with each other in a virtual world, and it can be used for education, work, and entertainment.
4. A metaverse is different from the internet in that it is a virtual world that users can interact with each other in.",63.0
Workshop A'22,Koii Workshop Students Skillset Development,"Team Aaruush conducted a workshop in collaboration with Koii, a framework for the new Internet, a protocol made for and by the people where one is rewarded for using the Internet. The Workshop helped the attendees deep dive into how blockchain has ushered the internet into a new age, widely known as - Web 3.0, learn about the Cryptocurrency Pricing Model and its Future, with a focus on Metaverse coins/tokens.",,"Workshop A'22
Koii Workshop Students Skillset Development

Team Aaruush conducted a workshop in collaboration with Koii, a framework for the new Internet, a protocol made for and by the people where one is rewarded for using the Internet. The Workshop helped the attendees deep dive into how blockchain has ushered the internet into a new age, widely known as - Web 3.0, learn about the Cryptocurrency Pricing Model and its Future, with a focus on Metaverse coins/tokens.","1. What is Koii?
2. What is blockchain?
3. What is Web 3.0?
4. What is a Cryptocurrency Pricing Model?
5. What is Metaverse?","1. Koii is a framework for the new Internet, a protocol made for and by the people where one is rewarded for using the Internet.
2. Blockchain is a technology that allows for secure, transparent and tamper-proof transactions.
3. Web 3.0 is the next generation of the Internet, which is built on blockchain technology.
4. A Cryptocurrency Pricing Model is a way of pricing cryptocurrencies in order to reflect their true value.
5. Metaverse is a blockchain-based platform that enables the development of digital assets and smart contracts.",77.0
Workshop A'22,MSI Workshop 3D Character Art,"Team Aaruush, in collaboration with MSI, conducted a comprehensive workshop on ""Workflow of 3D Character Art"" in which the attendees learnt industry-leading 3D character designing and art, from modelling and texturing to rendering, using Unreal Engine 5.",,"Workshop A'22
MSI Workshop 3D Character Art

Team Aaruush, in collaboration with MSI, conducted a comprehensive workshop on ""Workflow of 3D Character Art"" in which the attendees learnt industry-leading 3D character designing and art, from modelling and texturing to rendering, using Unreal Engine 5.","1. What is the name of the workshop?
2. What did the attendees learn in the workshop?
3. Who conducted the workshop?
4. Where was the workshop conducted?","1. The name of the workshop is ""Workflow of 3D Character Art.""
2. The attendees learned how to create 3D character art, from modelling and texturing to rendering, using Unreal Engine 5.
3. The workshop was conducted by Team Aaruush in collaboration with MSI.
4. The workshop was conducted in Chennai, India.",44.0
Workshop A'22,Anchor Away Workshop Public Speaking Skills,"Team Aaruush conducted Anchor Away, a flagship workshop to help students develop and enhance their public speaking skills, a key factor in their career and life. The esteemed speaker for the event was Mr Mohammad Ashfak, director and CEO of Ashfak training solutions, an exceptionally experienced public speaker and corporate trainer who had trained over 60000 students.",,"Workshop A'22
Anchor Away Workshop Public Speaking Skills

Team Aaruush conducted Anchor Away, a flagship workshop to help students develop and enhance their public speaking skills, a key factor in their career and life. The esteemed speaker for the event was Mr Mohammad Ashfak, director and CEO of Ashfak training solutions, an exceptionally experienced public speaker and corporate trainer who had trained over 60000 students.","1. What is the focus of the Anchor Away workshop?
2. Who is the speaker for the workshop?
3. How many students has the speaker trained?","1. The focus of the Anchor Away workshop is to help students develop and enhance their public speaking skills.
2. The speaker for the workshop is Mr Mohammad Ashfak, director and CEO of Ashfak training solutions.
3. The speaker has trained over 60000 students.",63.0
Workshop A'22,AWS Workshop Cloud Computing,"Team Aaruush brought forward a two-day all-inclusive workshop on the nuances of Cloud Computing using Amazon Web Services. With Mr. Harish ArulKumar, a certified Solutions Architect Associate and an Azure Administrator Associate as the esteemed speaker, this workshop delved deep into the services provided by the giant.",,"Workshop A'22
AWS Workshop Cloud Computing

Team Aaruush brought forward a two-day all-inclusive workshop on the nuances of Cloud Computing using Amazon Web Services. With Mr. Harish ArulKumar, a certified Solutions Architect Associate and an Azure Administrator Associate as the esteemed speaker, this workshop delved deep into the services provided by the giant.","1. What was the focus of the AWS workshop?
2. Who was the speaker at the AWS workshop?
3. What services did the speaker discuss at the AWS workshop?","1. The focus of the AWS workshop was on the nuances of Cloud Computing using Amazon Web Services.
2. The speaker at the AWS workshop was Mr. Harish ArulKumar, a certified Solutions Architect Associate and an Azure Administrator Associate.
3. The speaker discussed the services provided by Amazon Web Services, DynamoDB and networking at the AWS workshop.",51.0
Workshop A'22,Body of Evidence Workshop Crime Scene Investigation,"The Body of Evidence Workshop was a two-day hands-on workshop, in association with the Indian Forensics Organisation that covered all the nitty-gritty details of the crime scene investigation. With an opportunity for all the students to delve into the forensic and criminal worlds, the speaker of the event was Ms. Joulyn V Kennedy, a professional forensic educator and trainer with significant experience in crime scene investigation education.",,"Workshop A'22
Body of Evidence Workshop Crime Scene Investigation

The Body of Evidence Workshop was a two-day hands-on workshop, in association with the Indian Forensics Organisation that covered all the nitty-gritty details of the crime scene investigation. With an opportunity for all the students to delve into the forensic and criminal worlds, the speaker of the event was Ms. Joulyn V Kennedy, a professional forensic educator and trainer with significant experience in crime scene investigation education.","1. What was the Body of Evidence Workshop?
2. What was the focus of the Body of Evidence Workshop?
3. Who spoke at the Body of Evidence Workshop?
4. What is Joulyn V Kenny's experience in crime scene investigation education?","1. The Body of Evidence Workshop was a two-day hands-on workshop that covered all the nitty-gritty details of crime scene investigation.
2. The focus of the Body of Evidence Workshop was forensic and crimie scence trail analysis.
3. Joulyn V Kenny, a professional forensic educator and trainer with significant experience in crime scene investigation education spoke at the Body of Evidence Workshop.
4. Joulyn V Kenny has significant experience in crime scene investigation education, making her the perfect speaker for the Body of Evidence Workshop.",72.0
Workshop A'22,Agile Workshop Project Management,"Team Aaruush brought to the table an all-inclusive workshop on Project management using ‘Agile’ with Microsoft. Agile project management is an iterative approach to managing software development projects. The speakers of the workshop were Mr. Mandeep Biyani, a project manager at Microsoft and an expert in Project Management and content management systems would help students have a better understanding in Project Management and Content Management Systems.",,"Workshop A'22
Agile Workshop Project Management

Team Aaruush brought to the table an all-inclusive workshop on Project management using ‘Agile’ with Microsoft. Agile project management is an iterative approach to managing software development projects. The speakers of the workshop were Mr. Mandeep Biyani, a project manager at Microsoft and an expert in Project Management and content management systems would help students have a better understanding in Project Management and Content Management Systems.","1. What is Agile project management?
2. What are the benefits of using Agile project management?
3. What are the key components of Agile project management?
4. What are the challenges of using Agile project management?","1. Agile project management is an iterative approach to managing software development projects.
2. The benefits of using Agile project management are that it allows for a more flexible and responsive approach to project management, it helps to ensure that projects are completed on time and within budget, and it helps to improve communication and collaboration among team members.
3. The key components of Agile project management are sprints, backlogs, and burn-downs.
4. The challenges of using Agile project management are that it can be more difficult to manage larger projects using this approach, and it can be more difficult to track progress and ensure that all team members are on track.",72.0
Workshop A'22,Goela School of Finance Workshop Stock Market and Financial Management,"The workshop was in association with the Goela School of Finance, focuses on Financial management and the stock market focused on teaching on how to manage both the sides of the coin. The speakers of the workshop Mr. harsh Goela and Mr. Aitya Goela, the co-founders of Goela school of finance shall help the students figure out the business function that deals with investing and achieving return-on-investment.",,"Workshop A'22
Goela School of Finance Workshop Stock Market and Financial Management

The workshop was in association with the Goela School of Finance, focuses on Financial management and the stock market focused on teaching on how to manage both the sides of the coin. The speakers of the workshop Mr. harsh Goela and Mr. Aitya Goela, the co-founders of Goela school of finance shall help the students figure out the business function that deals with investing and achieving return-on-investment.","1. What is the focus of the workshop?
2. What do the speakers of the workshop aim to teach the students?
3. What is the business function that deals with investing and achieving return-on-investment?","1. The focus of the workshop is on financial management and the stock market.
2. The speakers aim to teach the students how to manage both the sides of the coin when it comes to investing and achieving a return-on-investment.
3. The business function that deals with investing and achieving a return-on-investment is known as finance.",71.0
Workshop A'22,Naxxatra Sciences and Collaborative research Workshop Astrophysics,"A two-day hands-on workshop covering a wide range of topics from Astronomy and Astrophysics to Spectroscopy and Astrometry, that focused on catering to the interests of students who want to explore beyond the galaxies. Conducted in association with Naxxatra Sciences and Collaborative research, this night-time workshop was for all the astrophysicists and space lovers.",,"Workshop A'22
Naxxatra Sciences and Collaborative research Workshop Astrophysics

A two-day hands-on workshop covering a wide range of topics from Astronomy and Astrophysics to Spectroscopy and Astrometry, that focused on catering to the interests of students who want to explore beyond the galaxies. Conducted in association with Naxxatra Sciences and Collaborative research, this night-time workshop was for all the astrophysicists and space lovers.","1. What is the focus of the workshop?
2. What topics are covered in the workshop?
3. Who conducted the workshop?
4. Who is the target audience for the workshop?","1. The focus of the workshop is on Astronomy and Astrophysics.
2. The topics covered in the workshop include Spectroscopy, Astrometry and Photometry.
3. The workshop was conducted in association with Naxxatra Sciences and Collaborative research.
4. The target audience for the workshop is students intrested in the world of astrophysics and the working of universe.",58.0
Workshop A'22,Codechef Workshop Competitive Programming,"A two days hands-on workshop on Acing Competitive Programming and cracking MAANG focused on teaching the significance of DSA, to become an expert in competitive coding",,"Workshop A'22
Codechef Workshop Competitive Programming

A two days hands-on workshop on Acing Competitive Programming and cracking MAANG focused on teaching the significance of DSA, to become an expert in competitive coding","1. What is the significance of DSA?
2. What is the focus of the workshop?
3. Who is the target audience for the workshop?
4. What topics will be covered in the workshop?","1. The significance of DSA is that it is a key ingredient in cracking MAANG.
2. The focus of the workshop is to teach participants how to ace competitive programming and crack MAANG.
3. The target audience for the workshop is anyone who wants to become an expert in competitive coding.
4. The topics that will be covered in the workshop include DSA, competitive programming, and cracking MAANG.",27.0
Alumni Mentoring Sessions,Overview,Team Aaruush regularly interacts with Aaruush Alumni to inculcate the legacy as well as continue the process of Knowledge Transfer from one organizing team to another.,,"Alumni Mentoring Sessions
Overview

Team Aaruush regularly interacts with Aaruush Alumni to inculcate the legacy as well as continue the process of Knowledge Transfer from one organizing team to another.","1. What is the purpose of Team Aaruush's interactions with alumni?
2. What is the goal of knowledge transfer from one organizing team to another?","1. The purpose of Team Aaruush's interactions with alumni is to inculcate the legacy as well as continue the process of Knowledge Transfer from one organizing team to another.
2. The goal of knowledge transfer from one organizing team to another is to ensure that the knowledge and experience of the previous organizing team is not lost, and that the new organizing team can learn amd build on th same.",27.0
Upgrad Alumni Talks,Binding the students and alma matter who walked down the same halls,"Team Aaruush conducted an Alumni Talk with Mr Sumit Shukla, a data science expert and an alumnus of SRM where he shared his journey and helped students harbour the ideas of the new world in the creation of a revolutionary world.",,"Upgrad Alumni Talks
Binding the students and alma matter who walked down the same halls

Team Aaruush conducted an Alumni Talk with Mr Sumit Shukla, a data science expert and an alumnus of SRM where he shared his journey and helped students harbour the ideas of the new world in the creation of a revolutionary world.","1. What is an Alumni Talk?
2. What is the purpose of an Alumni Talk?
3. What did Mr Sumit Shukla share with the students?
4. What did the students harbour after the talk?","1. An Alumni Talk is a meeting or discussion between current students and alumni of the university.
2. The purpose of an Alumni Talk is to provide current students with advice and guidance from experienced alumni.
3. Mr Sumit Shukla shared his journey and advice with the students.
4. The students were inspired by Mr Sumit Shukla's talk and harbour the idea of creating a revolutionary world.",43.0
Team Envision,Winners of Smart India Hackathon,"Team Envision, a multidisciplinary subset of Team Aaruush won the National Level Hackathon organised by The Ministry of Education.",,"Team Envision
Winners of Smart India Hackathon

Team Envision, a multidisciplinary subset of Team Aaruush won the National Level Hackathon organised by The Ministry of Education.","1. What is the name of the team that won the National Level Hackathon?
2. What is the name of the subset of Team Aaruush that won the National Level Hackathon?
3. What is the name of the ministry that organised the National Level Hackathon?
4. What is the name of the hackathon?","1. Team Envision
2. A multidisciplinary subset of Team Aaruush, Team Envision won National Level Hackathon.
3. The Ministry of Education
4. Smart India Hackathon",21.0
Virtual Campus,Description,Team Aaruush is in process to launch its Virtual Campus. An open to all website to explore the SRMIST Campus in a virtual setting with realistic looking 3D rendered models. This will help the outside world discover the beauty of our campus in a more interactive and eye-catching manner.,,"Virtual Campus
Description

Team Aaruush is in process to launch its Virtual Campus. An open to all website to explore the SRMIST Campus in a virtual setting with realistic looking 3D rendered models. This will help the outside world discover the beauty of our campus in a more interactive and eye-catching manner.","1. What is the purpose of the Virtual Campus?
2. What are the benefits of the Virtual Campus?
","1. The purpose of the Virtual Campus is to allow people to explore the SRMIST Campus in a virtual setting.
2. The benefits of the Virtual Campus are that it is an open to all website, it is more interactive and eye-catching, and it helps people discover the beauty of the campus.
",52.0
Teach Bot,Description,Teach Bot is an event run by Team Envision. This event focused on getting students to take their first step into AI and educating them about the most grossing topics in the technology field. This event ensured the students are up to date with the latest trends in the technological world. like exploring the world of Computer Vision in ML with hands-on projects.,,"Teach Bot
Description

Teach Bot is an event run by Team Envision. This event focused on getting students to take their first step into AI and educating them about the most grossing topics in the technology field. This event ensured the students are up to date with the latest trends in the technological world. like exploring the world of Computer Vision in ML with hands-on projects.","1. What is Teach Bot?
2. What topics were covered at Teach Bot?
3. Who conducted Teach Bot?","1. Teach Bot is an event run by Team Envision that focused on getting students to take their first step into AI and educating them about the most grossing topics in the technology field.
2. The topics covered at Teach Bot included exploring the world of Computer Vision in ML with hands-on projects.
3. Team Envision conducted Teach Bot.",67.0
Helpdesk,Helpdesk for Batch of 2025,"Team Aaruush set up Help Desks to help, guide and assist the second years who would be exploring the campus for the first time after getting out of the COVID-19 era, the batch of 2025. The help desks had detailed documents enumerating the campus map, nearby stores and nearby locations which will help in daily routine.",,"Helpdesk
Helpdesk for Batch of 2025

Team Aaruush set up Help Desks to help, guide and assist the second years who would be exploring the campus for the first time after getting out of the COVID-19 era, the batch of 2025. The help desks had detailed documents enumerating the campus map, nearby stores and nearby locations which will help in daily routine.","1. What is the help desk for?
2. Who set up the help desk?
3. Who is the target audience for the help desk?
4. What is the goal of the help desk?
5. What are some of the services offered by the help desk?","1. The help desk is for the batch of 2025.
2. Team Aaruush set up the help desk.
3. The target audience for the help desk is the batch of 2025.
4. The goal of the help desk is to guide and assist the second years who would be exploring the campus for the first time.
5. Some of the services offered by the help desk are enumerating the campus map, nearby stores and nearby locations which will help in daily routine.",61.0
Helpdesk,Helpdesk for Batch of 2026,"Team Aaruush set up Help Desks to help and guide the first years who would be exploring the campus for the first time. The helpdesks had comprehensive documents enumerating the campus map, nearby stores, locations and a feedback form.",,"Helpdesk
Helpdesk for Batch of 2026

Team Aaruush set up Help Desks to help and guide the first years who would be exploring the campus for the first time. The helpdesks had comprehensive documents enumerating the campus map, nearby stores, locations and a feedback form.","1. Who set up the help desks?
2. What was the help desk's purpose?
3. What was included in the comprehensive documents?
4. Where were the help desks located?
5. Who could use the help desks?","1. Team Aaruush set up the help desks.
2. The help desks were set up to help and guide the first years who would be exploring the campus for the first time.
3. The comprehensive documents enumerated the campus map, nearby stores, locations and a feedback form.
4. The help desks were located in the campus.
5. The help desks were open to all students of Batch of 2026.",43.0
Document Verification Desk,Document Verification Desk at BEL for Batch of 2026,"During the Fresher's Document Verification at BEL, from the 29th of August to the 3rd of September, students from Team Aaruush were present throughout the process and helped in the enrollment of over 6000 students. The students of Team Aaruush were helping the parents and students in understanding the procedure and solving their queries as well as helping the overall management of the process by lending a hand in token allotments and crowd management. All the Faculties and Staff present appreciated the students for their efforts. The Team would be happy to help in more such processes.",,"Document Verification Desk
Document Verification Desk at BEL for Batch of 2026

During the Fresher's Document Verification at BEL, from the 29th of August to the 3rd of September, students from Team Aaruush were present throughout the process and helped in the enrollment of over 6000 students. The students of Team Aaruush were helping the parents and students in understanding the procedure and solving their queries as well as helping the overall management of the process by lending a hand in token allotments and crowd management. All the Faculties and Staff present appreciated the students for their efforts. The Team would be happy to help in more such processes.","1. What is the name of the team that helped in the document verification process?
2. How many students were helped by the team?
3. What did the staff and faculties present appreciate the team for?","1. The team that helped in the document verification process is called Team Aaruush.
2. Team Aaruush helped in the enrollment of over 10000 students.
3. The staff and faculties present appreciated the team for their efforts in helping with the process.",104.0
